gene	SG1-2014-09-5	SG1-2016-02-1	SG1-2015-06-3	SG1-2015-06-2	SG1-2016-02-4	SG1-2016-02-5	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-2	SG1-2016-02-2	SG1-2017-02-1	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2015-06-1	SG1-2016-02-3	SG1-2015-06-5	SG1-2014-09-1	SG1-2015-06-4
Ureidoglycolate_lyase	0	0	0	0	2	1	0	0	3	2	2	1	0	3	0	2	1	0	0	1
ATP-dependent_DNA_helicase_UvrD1	7	4	5	20	3	2	1	1	0	3	0	5	8	3	7	5	4	3	6	4
3-phosphoshikimate_1-carboxyvinyltransferase_1	5	4	2	3	4	1	1	0	1	0	2	4	2	2	2	0	2	0	1	3
Prodigiosin_synthesizing_transferase_PigC	9	14	12	9	11	9	7	8	10	7	6	9	17	12	14	9	13	2	9	8
Exodeoxyribonuclease_III	1	1	0	1	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	1
Imidazole_glycerol_phosphate_synthase_subunit_HisF	6	0	4	5	0	0	1	1	0	2	1	1	2	0	1	0	0	2	3	0
Undecaprenol_kinase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Choline_transport_system_permease_protein_OpuBB	2	0	1	1	1	0	1	0	2	1	0	0	0	1	2	1	1	0	0	1
Elongation_factor_Ts	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0
Oxygen-independent_coproporphyrinogen-III_oxidase-like_protein	5	0	3	5	1	5	3	1	4	4	2	2	1	1	3	5	1	1	1	1
Imidazole_glycerol_phosphate_synthase_subunit_HisH	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0
L-methionine_gamma-lyase	2	1	1	2	4	1	1	2	2	0	1	0	2	0	5	0	0	1	1	0
Acetyl-CoA_acetyltransferase	2	1	2	1	0	3	2	1	1	0	4	2	5	3	4	3	1	0	0	1
16S_23S_rRNA_(cytidine-2'-O)-methyltransferase_TlyA	1	2	1	1	0	1	1	0	1	0	0	0	0	1	2	1	1	2	0	0
UvrABC_system_protein_A	0	6	8	10	0	4	6	2	7	3	8	5	57	10	1	11	2	2	6	6
High-affinity_proline_transporter_PutP	3	2	4	4	3	5	2	3	3	3	4	19	3	0	4	1	6	4	4	5
ECF_RNA_polymerase_sigma_factor_SigE	2	0	2	2	0	1	1	0	0	1	1	4	2	0	3	2	2	0	2	1
Gliding_motility_regulatory_protein	7	1	7	9	2	4	4	4	3	4	4	5	0	2	9	0	5	6	4	19
UDP-glucose_6-dehydrogenase_TuaD	1	2	1	1	1	0	1	0	1	1	1	1	4	1	2	0	0	0	1	0
putative_diguanylate_cyclase_YegE	2	3	2	6	1	0	1	0	0	0	0	5	4	0	5	1	1	1	5	1
Tyrosine--tRNA_ligase	3	0	0	0	2	1	1	2	2	0	4	1	0	5	3	0	2	0	2	0
Cytochrome_b6	1	0	1	1	1	0	0	0	1	0	0	5	2	0	0	0	2	1	0	0
putative_transcriptional_regulatory_protein	1	0	1	2	0	2	1	1	0	1	1	1	0	0	1	3	4	2	2	1
Photosystem_I_reaction_center_subunit_IX	0	2	0	0	0	0	0	0	0	1	1	0	1	0	2	0	2	0	2	0
Dihydroneopterin_aldolase	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0
N(6)-hydroxylysine_O-acetyltransferase	0	0	0	2	0	0	1	0	0	0	1	2	0	3	0	2	0	0	2	2
Phosphoribosylaminoimidazole-succinocarboxamide_synthase	0	1	1	1	2	0	0	0	0	1	0	0	1	3	0	1	1	1	0	0
GTP_pyrophosphokinase	1	4	2	1	4	6	3	3	3	4	2	8	0	6	4	0	3	3	0	1
Dihydroanticapsin_7-dehydrogenase	3	0	2	3	0	0	0	0	1	1	1	1	0	0	2	0	1	3	2	0
Molybdate-binding_periplasmic_protein	4	3	2	1	4	1	2	4	5	3	5	1	0	2	2	0	2	2	3	0
Photosystem_I_reaction_center_subunit_VIII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribonuclease_HII	3	3	1	3	4	2	1	2	2	1	4	2	1	2	2	6	1	3	0	0
Photosystem_I_reaction_center_subunit_IV	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0
Transcription-repair-coupling_factor	5	4	3	4	5	5	5	1	7	4	4	6	6	11	5	6	4	1	2	1
Photosystem_I_reaction_center_subunit_II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
tRNA_2-selenouridine_synthase	1	0	1	1	1	0	1	0	0	1	2	0	0	0	0	3	1	0	1	1
Ribonuclease_HI	1	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
DNA-directed_RNA_polymerase_subunit_omega	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
C-phycocyanin_alpha_chain	1	1	1	1	2	1	2	0	1	1	0	2	2	1	2	2	0	1	0	0
Gamma-glutamyl-hercynylcysteine_sulfoxide_hydrolase	1	3	0	2	3	0	0	1	0	4	0	1	2	2	1	0	0	0	1	1
Colicin-D	1	1	1	1	0	2	1	0	0	1	0	2	2	2	2	1	1	0	0	0
GMP_synthase_[glutamine-hydrolyzing]	2	2	0	1	2	2	3	0	2	3	1	3	3	0	2	1	4	0	0	1
Superoxide_dismutase-like_protein_YojM	1	1	1	1	3	1	1	1	0	1	1	2	5	0	2	1	2	0	1	0
Glucosylglycerol-phosphate_synthase	4	1	2	1	2	2	1	0	7	2	3	3	5	4	3	3	2	0	3	0
HTH-type_transcriptional_regulator_CueR	0	6	1	1	0	2	1	0	1	1	0	1	0	0	2	1	0	1	0	0
Ferredoxin,_2Fe-2S	0	0	0	1	2	1	0	0	0	0	0	3	2	0	0	1	3	1	2	1
Glutamate-1-semialdehyde_2,1-aminomutase	4	1	3	3	1	2	0	1	1	3	1	3	10	1	2	2	3	3	0	2
Photosystem_I_4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Peptide_methionine_sulfoxide_reductase_MsrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP_synthase_epsilon_chain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Prolipoprotein_diacylglyceryl_transferase	0	1	2	1	2	0	1	1	1	1	2	2	2	2	0	1	3	0	1	0
Rubredoxin	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
Methionine_aminopeptidase_1	0	1	5	2	2	7	8	0	1	0	0	2	2	2	6	3	1	2	2	2
Adenine_phosphoribosyltransferase	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
Thioredoxin_2	2	1	1	2	2	0	0	0	3	0	0	3	0	1	2	6	2	1	0	1
Putative_cystathionine_beta-synthase	2	2	3	2	4	1	3	0	3	2	0	2	4	1	2	0	0	3	1	1
Bifunctional_(p)ppGpp_synthase_hydrolase_RelA	1	0	0	0	3	0	0	0	3	1	2	2	2	0	0	2	1	0	1	0
tRNA-Ser(gct)	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
Acylphosphatase	0	1	0	0	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	0
Glycine_dehydrogenase_(decarboxylating)	5	6	5	2	6	3	2	3	0	1	0	16	25	0	3	0	4	4	4	2
Adenylate_kinase	1	0	1	1	0	1	2	2	2	0	2	0	2	3	2	6	1	1	1	1
Phospho-N-acetylmuramoyl-pentapeptide-transferase	3	3	2	1	3	0	2	1	2	0	1	1	3	3	0	4	1	2	3	0
tRNA-Leu(cag)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-phycocyanin_beta_chain	0	0	0	0	0	1	0	0	1	0	3	2	1	1	0	1	0	0	0	0
dCTP_deaminase	5	1	0	0	2	0	2	1	0	0	0	2	2	1	0	13	0	1	0	0
Cysteine_desulfuration_protein_SufE	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Succinate-semialdehyde_dehydrogenase_[NADP(+)]_1	5	0	3	3	1	3	4	0	3	0	4	9	7	1	5	3	0	2	3	1
Cytochrome_c_biogenesis_protein_CcsA	2	0	2	2	0	1	2	0	1	0	1	3	3	1	0	5	0	0	1	1
Lipoyl_synthase	0	3	2	2	1	2	2	0	1	0	2	2	0	0	3	1	2	0	2	0
Putative_gamma-glutamylcyclotransferase_YkqA	1	1	1	1	0	1	2	0	0	1	1	2	2	0	0	0	1	0	0	0
Glucose_1-dehydrogenase	0	0	2	2	1	1	0	0	0	2	0	1	1	2	2	2	0	3	0	1
ATP-dependent_helicase_deoxyribonuclease_subunit_B	9	7	5	9	0	3	4	5	10	4	7	7	7	4	5	10	4	4	3	7
putative_membrane_protein	2	0	1	3	0	1	0	0	0	0	1	3	1	2	3	0	4	1	2	1
HTH-type_transcriptional_regulator_MhqR	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	1	1	0	1	0
50S_ribosomal_protein_L32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB_hydrolase_superfamily_protein_YvaM	1	2	1	2	4	0	1	1	3	1	1	4	0	4	0	2	2	1	2	0
Putative_bacilysin_exporter_BacE	2	2	3	3	0	2	1	1	1	0	6	4	3	3	3	8	3	1	2	3
Isoaspartyl_peptidase_L-asparaginase	3	3	0	3	1	2	1	1	2	1	0	1	1	3	1	1	0	1	2	2
30S_ribosomal_protein_S20	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	1	0	0	0
Magnesium_transporter_MgtE	4	4	2	2	2	3	2	3	5	2	4	2	8	4	1	3	3	1	2	1
D-3-phosphoglycerate_dehydrogenase	3	0	0	2	5	1	1	1	2	1	4	1	5	1	3	2	0	0	2	0
Ribosome-recycling_factor	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
Hydroxyacylglutathione_hydrolase_GloB	0	1	0	0	1	2	2	0	1	3	1	3	3	1	1	2	0	0	0	0
Sulfate_thiosulfate_import_ATP-binding_protein_CysA	3	3	1	4	2	4	2	2	2	2	3	3	4	4	6	3	1	2	3	1
Beta-monoglucosyldiacylglycerol_synthase	5	3	0	8	2	1	1	1	4	3	4	5	3	3	1	0	2	3	4	5
Homoserine_dehydrogenase	4	3	2	2	3	1	2	1	1	1	2	4	6	3	3	3	6	2	2	0
ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX	2	1	1	1	1	2	0	0	1	3	0	1	0	3	3	2	1	0	2	0
tRNA-Thr(ggt)	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Lipopolysaccharide_core_heptosyltransferase_RfaQ	3	0	2	3	2	0	0	0	3	1	0	0	1	1	1	0	0	0	2	1
Fructose-1,6-bisphosphatase_class_1	2	3	1	0	1	0	3	0	1	1	2	1	1	1	3	2	2	1	2	1
6-phosphogluconate_dehydrogenase,_decarboxylating	0	0	0	0	3	0	0	0	0	0	10	1	1	2	5	1	2	0	0	0
Lipid_A_export_ATP-binding_permease_protein_MsbA	4	1	2	0	3	3	3	0	2	5	5	5	3	8	4	1	4	3	1	0
Germination-specific_N-acetylmuramoyl-L-alanine_amidase	1	14	2	0	0	1	16	4	1	4	14	0	0	5	14	4	1	0	7	0
Amidophosphoribosyltransferase	1	5	2	1	0	3	2	0	1	3	1	0	2	3	1	0	3	1	1	0
N-acetyl-gamma-glutamyl-phosphate_reductase	1	3	0	0	0	2	0	0	3	1	1	2	1	0	0	0	3	0	1	0
Aspartate_aminotransferase	1	2	5	1	6	1	2	0	3	3	0	1	0	7	0	4	1	2	3	2
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate_synthase	0	0	1	3	0	3	0	0	0	2	0	1	2	1	1	4	1	0	0	2
GDP-mannose_4,6-dehydratase	2	0	2	2	1	0	1	0	3	0	0	0	0	0	1	1	0	0	1	1
Glutathione_synthetase	1	1	1	1	2	0	1	1	0	2	4	1	0	3	4	2	2	0	0	0
Cobalt-precorrin-5B_C(1)-methyltransferase	2	1	1	3	0	1	5	3	1	2	3	1	5	6	4	5	0	1	2	0
Phytochrome-like_protein_cph1	17	10	9	12	7	3	9	4	17	10	12	8	195	8	10	16	8	3	13	5
Putative_lipid_kinase_BmrU	1	2	1	2	1	2	3	2	2	1	1	2	2	1	0	2	0	1	1	2
Fe(2+)_transporter_FeoB	0	2	1	3	3	1	1	0	2	2	2	3	2	0	1	0	0	0	2	0
Biotin_transporter_BioY	2	0	1	2	0	1	1	0	2	1	1	2	1	1	0	1	0	2	1	2
Ribosomal_silencing_factor_RsfS	0	0	1	1	0	1	1	0	0	1	0	3	1	0	1	1	0	0	0	1
4-methylaminobutanoate_oxidase_(formaldehyde-forming)	2	0	2	1	2	1	1	2	3	1	4	2	2	3	3	3	1	1	3	1
Toxin_RTX-I_translocation_ATP-binding_protein	8	6	11	12	5	5	5	2	6	6	9	0	10	0	6	11	5	3	0	13
Sugar_fermentation_stimulation_protein_A	1	0	2	3	1	0	0	0	0	2	0	0	1	0	1	1	1	1	2	2
Elongation_factor_4	3	0	2	4	2	0	2	0	3	0	3	0	3	8	2	5	0	1	3	3
NADPH-dependent_7-cyano-7-deazaguanine_reductase	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0
Circadian_clock_protein_kinase_KaiC	2	6	2	4	3	2	3	1	4	3	6	3	4	5	4	5	3	0	3	1
putative_CtpA-like_serine_protease	2	5	2	2	3	1	2	0	1	0	2	7	4	2	3	2	3	0	1	1
putative_L,D-transpeptidase_YnhG	0	2	2	2	0	2	1	0	2	2	1	1	4	0	1	1	1	1	1	2
Gamma-L-glutamyl-butirosin_B_gamma-glutamyl_cyclotransferase	0	0	0	0	2	1	0	2	2	2	0	0	0	3	1	0	1	0	3	2
Copper-exporting_P-type_ATPase_B	9	2	1	3	1	3	2	1	0	3	2	11	4	0	2	8	3	0	2	2
tRNA-Thr(tgt)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetolactate_synthase_isozyme_1_large_subunit	1	2	0	1	1	4	0	1	3	2	1	2	2	1	1	4	1	1	1	1
Long-chain-fatty-acid--CoA_ligase_FadD15	3	6	2	3	15	18	15	5	4	17	17	18	29	0	13	4	0	3	3	2
tRNA-Arg(ccg)	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0
Undecaprenyl_phosphate_N,N'-diacetylbacillosamine_1-phosphate_transferase	0	0	1	2	2	0	1	0	1	1	2	4	0	2	3	4	2	0	0	1
Putative_serine_protease_HhoA	1	1	1	0	3	0	0	1	1	3	1	2	1	3	2	5	1	0	0	0
Endoribonuclease_YbeY	2	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	2	0
Inner_membrane_protein_YqjF	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0
General_stress_protein_39	1	1	1	1	1	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0
50S_ribosomal_protein_L33	2	0	1	1	0	0	0	0	1	1	0	0	1	0	0	2	1	1	1	1
NADH-quinone_oxidoreductase_subunit_11	0	2	0	0	1	0	0	2	1	0	1	0	1	0	1	0	1	0	0	0
Sensor_protein_SphS	4	3	3	1	2	1	0	0	7	1	4	2	4	5	3	2	2	0	1	0
Putative_membrane_protein_insertion_efficiency_factor	0	2	0	0	0	0	0	1	0	1	2	1	1	1	2	1	0	0	0	0
Enoyl-[acyl-carrier-protein]_reductase_[NADH]_FabI	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	2	0	0	0
tRNA-Cys(gca)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspartate_racemase	5	5	2	7	3	2	0	1	4	0	2	3	1	5	3	2	5	0	3	2
Lon_protease_2	1	2	1	0	1	2	1	1	1	1	2	6	2	2	2	4	1	1	2	0
Malate_dehydrogenase	2	0	3	3	0	0	0	0	1	1	0	28	1	2	0	3	1	0	2	0
Ribonuclease	1	2	1	3	2	2	0	0	2	2	7	4	2	5	3	3	1	0	2	1
tRNA-Val(tac)	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Lysine_6-dehydrogenase	2	2	1	1	3	2	2	2	2	0	2	2	0	1	2	2	2	0	1	1
Type_4_prepilin-like_proteins_leader_peptide-processing_enzyme	0	2	2	3	1	3	1	2	0	0	4	2	2	1	1	0	3	1	5	3
hydrogenase_nickel_incorporation_protein_HypA	2	1	3	3	0	0	1	0	2	1	0	1	3	1	1	1	1	3	1	3
Pyruvate_kinase	3	3	1	2	2	2	0	0	1	0	1	3	2	3	2	2	3	1	3	1
Aspartyl_glutamyl-tRNA(Asn_Gln)_amidotransferase_subunit_B	7	1	4	6	2	2	1	1	3	2	4	6	5	2	1	2	5	2	3	4
Lipopolysaccharide_assembly_protein_B	1	1	0	0	1	0	0	1	3	0	3	1	0	0	0	0	0	0	0	0
5'-3'_exoribonuclease	2	1	2	2	2	2	2	1	2	1	1	0	0	1	2	0	3	0	1	2
tRNA_(guanine-N(7)-)-methyltransferase	1	3	3	3	2	0	0	0	4	1	5	1	4	2	4	2	2	2	0	3
Protease_HtpX	0	3	0	0	2	1	1	2	2	1	2	4	0	0	2	1	2	0	0	0
Ribosome-binding_factor_A	2	1	1	2	1	1	1	1	2	1	0	2	0	1	1	3	1	1	3	2
dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose_transaminase	0	0	0	1	3	1	2	1	1	2	2	4	1	1	4	0	1	0	2	1
Proline--tRNA_ligase	9	1	3	3	2	1	3	2	6	4	3	4	3	6	2	6	3	3	0	4
2-dehydro-3-deoxy-D-gluconate_5-dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP_3',8-cyclase_1	2	1	1	1	0	2	1	1	2	2	1	2	0	1	1	3	2	0	1	1
Inner_membrane_transport_permease_YadH	3	1	0	0	1	0	2	2	2	2	0	0	1	0	1	1	0	0	0	0
Rubredoxin-2	1	0	0	0	3	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0
Elongation_factor_P	2	1	2	0	0	0	0	0	3	0	1	1	1	1	0	1	1	0	1	0
Spermidine_putrescine_import_ATP-binding_protein_PotA	2	1	2	4	2	1	2	0	1	0	0	0	3	2	1	1	3	0	0	1
33_kDa_chaperonin	1	2	2	2	0	1	3	0	0	1	5	1	1	2	2	3	2	1	0	2
Coenzyme_A_disulfide_reductase	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
Small_ribosomal_subunit_biogenesis_GTPase_RsgA	2	0	2	2	5	2	3	3	12	2	4	6	1	4	4	2	2	1	3	1
FeS_cluster_assembly_protein_SufD	4	3	6	0	2	2	0	0	5	2	2	3	2	0	3	4	3	3	6	5
Monocarboxylate_2-oxoacid-binding_periplasmic_protein	1	1	0	1	0	1	0	0	0	2	1	0	1	1	0	1	2	1	1	1
N5-carboxyaminoimidazole_ribonucleotide_synthase	0	0	0	0	0	0	1	0	0	4	1	1	1	1	4	2	0	0	0	0
tRNA_(cmo5U34)-methyltransferase	1	1	0	1	3	1	2	0	0	2	2	1	1	0	2	1	0	1	2	1
Putative_aminoacrylate_hydrolase_RutD	0	2	0	2	2	2	2	2	2	0	2	2	1	0	1	4	0	0	1	0
tRNA-Gly(tcc)	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0
NAD(P)_transhydrogenase_subunit_alpha_part_1	1	3	3	3	1	1	1	1	2	1	0	1	3	2	4	2	4	2	2	3
10_kDa_chaperonin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamyl-tRNA(Gln)_amidotransferase_subunit_C	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1
Folylpolyglutamate_synthase	2	4	4	7	4	3	3	4	0	3	0	3	0	3	5	2	3	3	5	1
D-tagatose-1,6-bisphosphate_aldolase_subunit_KbaY	1	2	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	1
Glutaminase	4	1	0	0	1	2	1	2	0	1	3	2	3	4	1	0	1	1	0	0
putative_phospholipid_ABC_transporter_permease_protein_MlaE	2	2	1	1	3	1	2	0	0	2	2	3	0	1	2	1	2	1	1	0
tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB	0	1	0	2	2	2	1	0	5	0	0	1	2	0	1	0	2	0	2	0
ATP-dependent_zinc_metalloprotease_FtsH_4	5	3	3	3	1	0	1	0	2	1	4	0	4	0	2	0	2	0	3	1
2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol_hydroxylase	1	2	5	4	2	2	1	0	5	1	2	3	3	3	2	3	2	2	3	2
Phosphoserine_phosphatase_RsbU	3	1	1	3	2	0	1	1	5	1	3	2	3	1	0	4	2	2	1	1
50S_ribosomal_protein_L31	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
NADH_dehydrogenase	0	0	0	0	3	0	1	0	0	0	0	0	0	5	0	3	1	0	0	0
Phosphate-import_protein_PhnD	1	3	1	2	4	0	1	1	2	1	1	1	3	1	4	1	0	0	2	0
Tyrosine_recombinase_XerC	3	5	4	5	11	0	3	6	2	6	5	4	0	0	7	3	4	4	3	3
sn-glycerol-3-phosphate-binding_periplasmic_protein_UgpB	7	3	4	4	5	1	3	2	4	1	3	4	4	10	2	3	1	0	2	1
Phosphate_transport_system_permease_protein_PstA	1	2	0	0	1	0	0	0	3	1	2	1	2	5	2	0	4	0	0	1
tRNA-specific_2-thiouridylase_MnmA	3	1	3	3	1	3	0	0	5	1	3	1	4	4	4	5	0	4	3	1
Phosphate_transport_system_permease_protein_PstC	0	2	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0
tRNA-Ala(ggc)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-deoxy-D-xylulose-5-phosphate_synthase	4	3	8	7	2	1	1	2	5	2	1	0	4	4	5	4	2	7	6	2
Serine_threonine_exchanger_SteT	2	1	2	3	2	2	2	1	3	0	1	2	1	2	2	5	4	2	4	5
Precorrin-4_C(11)-methyltransferase	2	2	2	1	2	0	0	0	2	0	1	0	3	0	3	1	12	1	2	1
Regulatory_protein_RecX	2	1	0	0	0	1	1	1	0	1	1	2	2	0	1	1	0	0	2	1
ATP-dependent_zinc_metalloprotease_FtsH	2	2	3	2	2	0	1	1	3	2	3	0	3	3	2	4	4	1	3	0
Putative_carboxypeptidase_YodJ	1	1	2	3	0	2	0	0	2	2	1	1	1	1	4	1	0	0	1	1
Homoserine_kinase	2	1	0	1	3	1	2	2	3	2	1	3	4	0	1	4	0	0	0	0
DNA_polymerase_I	6	4	0	2	7	0	1	0	5	2	1	7	7	5	2	2	2	1	2	1
Putative_serine_protease_HtrA	8	3	4	5	4	3	5	4	7	3	5	6	1	2	3	4	4	3	3	2
Photosystem_I_reaction_center_subunit_III	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
Dihydroxy-acid_dehydratase	1	2	1	1	5	2	3	0	3	2	3	1	0	1	0	4	2	0	2	1
Putative_mycofactocin_system_creatinine_amidohydrolase_family_protein_MftE	0	1	0	0	1	1	1	0	0	0	1	1	2	2	1	1	1	0	0	0
Glycine_cleavage_system_H_protein	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	1	1	2	2
Salicylate_biosynthesis_isochorismate_synthase	2	2	1	0	3	1	3	1	2	3	3	2	6	4	4	1	3	0	1	2
tRNA-Gly(ccc)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetolactate_synthase	3	1	0	2	3	0	5	2	3	2	4	2	2	3	0	2	1	0	1	1
Arabinose_operon_regulatory_protein	1	1	0	1	2	0	0	0	1	0	2	0	0	0	0	0	2	1	1	1
Ribosome_maturation_factor_RimP	1	1	1	1	2	2	1	0	2	2	1	3	0	3	2	2	1	1	1	0
Xanthine_phosphoribosyltransferase	1	1	1	1	1	2	1	2	1	2	5	2	0	3	1	0	1	1	1	0
Soluble_hydrogenase_42_kDa_subunit	0	1	0	0	1	1	2	0	0	1	1	0	1	2	0	11	3	0	0	0
S-methyl-5'-thioadenosine_phosphorylase	2	0	2	2	3	1	2	0	0	0	1	5	1	5	1	2	5	2	4	0
HTH-type_transcriptional_regulator_GltC	3	11	2	2	9	8	7	2	2	7	7	5	3	8	9	5	4	2	2	3
Lysine--tRNA_ligase	1	5	1	1	1	1	1	2	2	0	4	2	3	2	5	1	0	0	4	0
Photosystem_II_manganese-stabilizing_polypeptide	0	0	0	0	3	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0
Phycobiliprotein_ApcE	2	12	0	0	3	3	7	5	4	3	6	0	15	0	2	2	8	2	0	1
tRNA-Val(gac)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Cytochrome_b559_subunit_beta	2	1	0	0	2	2	0	0	0	1	1	0	1	0	1	0	0	0	0	0
ATP-dependent_helicase_nuclease_subunit_A	5	7	8	10	3	5	8	3	6	4	7	3	15	5	4	6	3	8	7	7
Ribosome_maturation_factor_RimM	0	1	0	0	1	2	1	1	0	1	2	0	2	4	0	0	1	0	0	0
DNA_replication_and_repair_protein_RecF	3	1	0	1	3	1	0	0	3	2	3	4	2	1	0	0	0	1	2	0
Fructose-bisphosphate_aldolase_class_1	1	2	0	2	1	0	0	1	3	0	3	1	0	0	1	1	0	0	0	1
Cytochrome_c-550-like_protein	1	1	2	2	2	1	0	2	0	2	8	1	2	1	2	0	2	1	3	1
Chaperone_protein_DnaJ_2	0	1	1	1	2	1	1	1	3	0	2	0	2	0	1	3	3	1	0	0
Photosystem_II_lipoprotein_Psb27	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ca(2+)_H(+)_antiporter	1	6	0	0	2	0	0	1	0	1	2	2	3	1	3	1	5	0	2	0
Aminodeoxyfutalosine_deaminase	2	3	3	3	3	0	2	2	2	2	6	2	0	2	1	2	0	0	1	2
Glucose-6-phosphate_isomerase	3	3	3	0	1	3	2	1	4	1	9	3	6	3	1	8	0	1	2	2
Hydroxymethylpyrimidine_phosphomethylpyrimidine_kinase	2	1	2	2	2	5	3	3	1	4	2	2	0	3	3	2	1	2	1	1
Triosephosphate_isomerase	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Bifunctional_homocysteine_S-methyltransferase_5,10-methylenetetrahydrofolate_reductase	1	0	2	1	4	1	3	0	1	1	1	2	4	3	1	3	0	1	2	1
tRNA-Gly(gcc)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Translation_initiation_factor_IF-3	1	1	0	0	0	0	0	0	0	0	2	0	2	0	2	0	1	0	0	0
Putative_O-methyltransferase	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Adenosylhomocysteinase	4	1	0	1	3	0	2	1	0	1	2	3	3	0	2	1	1	0	2	1
tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaE	2	2	2	2	0	1	1	1	2	2	1	1	1	2	0	2	0	1	1	1
Acetolactate_synthase_large_subunit_IlvB1	4	1	1	3	7	0	3	0	6	6	3	5	4	4	6	5	3	0	3	2
Mini-ribonuclease_3	0	1	0	0	0	0	1	0	0	2	0	1	1	2	2	0	0	0	0	1
Inner_membrane_amino-acid_ABC_transporter_permease_protein_YhdY	0	3	2	0	1	0	1	0	0	0	0	0	2	1	2	5	3	0	1	1
Heat-inducible_transcription_repressor_HrcA	0	0	0	1	0	0	0	0	3	3	0	0	4	3	0	4	0	0	1	1
